AlphaBetaAgent,4,RandomGhost,capsuleClassic,-16.0,0.02177999463192252,2
AlphaBetaAgent,4,RandomGhost,contestClassic,2237.0,0.05548565060484643,9
AlphaBetaAgent,4,RandomGhost,mediumClassic,484.0,0.045071102203206814,17
AlphaBetaAgent,4,RandomGhost,minimaxClassic,504.0,0.00820070505142212,1
AlphaBetaAgent,4,RandomGhost,openClassic,690.0,0.2917397306926215,196
AlphaBetaAgent,4,RandomGhost,originalClassic,2384.0,0.09307996321388078,97
AlphaBetaAgent,4,RandomGhost,smallClassic,1080.0,0.10064562489004696,18
AlphaBetaAgent,4,RandomGhost,testClassic,558.0,0.1024977293881503,2
AlphaBetaAgent,4,RandomGhost,trappedClassic,-501.0,0.006197929382324219,0
AlphaBetaAgent,4,RandomGhost,trickyClassic,2466.0,0.23032490391144778,87
AlphaBetaAgent,4,DirectionalGhost,capsuleClassic,448.0,0.07435122794575161,6
AlphaBetaAgent,4,DirectionalGhost,contestClassic,1468.0,0.06729127344537954,9
AlphaBetaAgent,4,DirectionalGhost,mediumClassic,746.0,0.07338395027013925,8
AlphaBetaAgent,4,DirectionalGhost,minimaxClassic,507.0,0.015045367754422702,0
AlphaBetaAgent,4,DirectionalGhost,openClassic,1412.0,0.2879876816594923,44
AlphaBetaAgent,4,DirectionalGhost,originalClassic,1484.0,0.10674296074275728,34
AlphaBetaAgent,4,DirectionalGhost,smallClassic,1731.0,0.07044291496276855,9
AlphaBetaAgent,4,DirectionalGhost,testClassic,560.0,0.06026647090911865,2
AlphaBetaAgent,4,DirectionalGhost,trappedClassic,-501.0,0.00516819953918457,0
AlphaBetaAgent,4,DirectionalGhost,trickyClassic,2638.0,0.18473951769347238,38
