RandomExpectimaxAgent,4,DirectionalGhost,capsuleClassic,295.05,0.05350993389199971,3
RandomExpectimaxAgent,4,DirectionalGhost,contestClassic,1761.95,0.1814090405752694,24
RandomExpectimaxAgent,4,DirectionalGhost,mediumClassic,1278.9,0.27506985610757,44
RandomExpectimaxAgent,4,DirectionalGhost,minimaxClassic,-291.6,0.03675741288397047,0
RandomExpectimaxAgent,4,DirectionalGhost,openClassic,1221.4,3.2484281210161003,526
RandomExpectimaxAgent,4,DirectionalGhost,originalClassic,2111.5,0.10098014028475678,48
RandomExpectimaxAgent,4,DirectionalGhost,smallClassic,619.0,0.19534605218939585,14
RandomExpectimaxAgent,4,DirectionalGhost,testClassic,558.0,0.2560355533253063,5
RandomExpectimaxAgent,4,DirectionalGhost,trappedClassic,-450.3,0.0009659787882929263,0
RandomExpectimaxAgent,4,DirectionalGhost,trickyClassic,1519.2,0.7395696899440866,195
