RandomExpectimaxAgent,2,capsuleClassic,-129.0,0.003202088929898219
RandomExpectimaxAgent,2,contestClassic,1248.5714285714287,0.004428234251376191
RandomExpectimaxAgent,2,mediumClassic,1266.5714285714287,0.0055265093253830735
RandomExpectimaxAgent,2,minimaxClassic,362.85714285714283,0.002095851302146912
RandomExpectimaxAgent,2,openClassic,875.1428571428571,0.016854943546224486
RandomExpectimaxAgent,2,originalClassic,1105.857142857143,0.004860447446741344
RandomExpectimaxAgent,2,smallClassic,988.2857142857143,0.005467145248901012
RandomExpectimaxAgent,2,testClassic,558.2857142857143,0.005617248384576095
RandomExpectimaxAgent,2,trappedClassic,384.2857142857143,0.0005485677719116211
RandomExpectimaxAgent,2,trickyClassic,1391.4285714285713,0.009297038553359357
RandomExpectimaxAgent,3,capsuleClassic,238.71428571428572,0.010462637370275207
RandomExpectimaxAgent,3,contestClassic,1482.5714285714287,0.019300862910255553
RandomExpectimaxAgent,3,mediumClassic,1725.142857142857,0.021897253710795064
RandomExpectimaxAgent,3,minimaxClassic,220.0,0.005483004450798035
RandomExpectimaxAgent,3,openClassic,1164.2857142857142,0.16187222427523076
RandomExpectimaxAgent,3,originalClassic,1698.4285714285713,0.01648800683697443
RandomExpectimaxAgent,3,smallClassic,1162.4285714285713,0.028734748711223296
RandomExpectimaxAgent,3,testClassic,552.2857142857143,0.037009459180930224
RandomExpectimaxAgent,3,trappedClassic,-58.857142857142854,0.0007053464651107788
RandomExpectimaxAgent,3,trickyClassic,1701.5714285714287,0.06206506777980466
RandomExpectimaxAgent,4,capsuleClassic,828.7142857142857,0.03470059291857509
RandomExpectimaxAgent,4,contestClassic,1940.142857142857,0.07343354611717291
RandomExpectimaxAgent,4,mediumClassic,1751.5714285714287,0.12350666088314367
RandomExpectimaxAgent,4,minimaxClassic,515.1428571428571,0.018224912531235638
RandomExpectimaxAgent,4,openClassic,1054.4285714285713,1.5820843308667172
RandomExpectimaxAgent,4,originalClassic,2285.8571428571427,0.053185902110844265
RandomExpectimaxAgent,4,smallClassic,1351.0,0.1512288523948473
RandomExpectimaxAgent,4,testClassic,560.2857142857143,0.20345073679219122
RandomExpectimaxAgent,4,trappedClassic,384.2857142857143,0.0007909393310546875
RandomExpectimaxAgent,4,trickyClassic,1710.4285714285713,0.5897026734101836
